#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#    <parameter id="popSizes.alltrees" name="populationSizes" spec="beast.core.parameter.RealParameter">1.0</parameter>
#    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#    <itree id="treeIntervals.t:CYTB+COI-1+COI-2_POP1" spec="beast.evolution.tree.coalescent.TreeIntervals">
#        <tree id="Tree.t:CYTB+COI-1+COI-2_POP1" spec="beast.evolution.tree.Tree">
#            <taxonset id="TaxonSet.CYTB+COI-1+COI-2_POP1" spec="beast.evolution.alignment.TaxonSet">
#            </taxonset>
#        </tree>
#    </itree>
#</input>
#
Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18	demographic.alltrees.times.19	demographic.alltrees.times.20	demographic.alltrees.times.21	demographic.alltrees.times.22	demographic.alltrees.times.23	demographic.alltrees.times.24	demographic.alltrees.times.25	demographic.alltrees.times.26	demographic.alltrees.times.27	demographic.alltrees.times.28	demographic.alltrees.times.29	demographic.alltrees.times.30	demographic.alltrees.times.31	demographic.alltrees.times.32	demographic.alltrees.times.33	demographic.alltrees.times.34	demographic.alltrees.times.35	demographic.alltrees.times.36	demographic.alltrees.times.37	demographic.alltrees.times.38	demographic.alltrees.times.39	demographic.alltrees.times.40	demographic.alltrees.times.41	demographic.alltrees.times.42	demographic.alltrees.times.43	demographic.alltrees.times.44	demographic.alltrees.times.45	demographic.alltrees.times.46	demographic.alltrees.times.47	demographic.alltrees.times.48	demographic.alltrees.times.49	demographic.alltrees.times.50	demographic.alltrees.times.51	demographic.alltrees.times.52	demographic.alltrees.times.53	demographic.alltrees.times.54	demographic.alltrees.times.55	demographic.alltrees.times.56	demographic.alltrees.times.57	demographic.alltrees.times.58	demographic.alltrees.times.59	demographic.alltrees.times.60	demographic.alltrees.times.61	demographic.alltrees.times.62	demographic.alltrees.times.63	demographic.alltrees.times.64	demographic.alltrees.times.65	demographic.alltrees.times.66	demographic.alltrees.times.67	demographic.alltrees.times.68	demographic.alltrees.times.69	demographic.alltrees.times.70	demographic.alltrees.times.71	demographic.alltrees.times.72	demographic.alltrees.times.73	demographic.alltrees.times.74	demographic.alltrees.times.75	demographic.alltrees.times.76	demographic.alltrees.times.77	demographic.alltrees.times.78	demographic.alltrees.times.79	demographic.alltrees.times.80	demographic.alltrees.times.81	demographic.alltrees.times.82	demographic.alltrees.times.83	demographic.alltrees.times.84	demographic.alltrees.times.85	demographic.alltrees.times.86	demographic.alltrees.times.87	demographic.alltrees.times.88	demographic.alltrees.times.89	demographic.alltrees.times.90	demographic.alltrees.times.91	demographic.alltrees.times.92	demographic.alltrees.times.93	demographic.alltrees.times.94	demographic.alltrees.times.95	demographic.alltrees.times.96	demographic.alltrees.times.97	demographic.alltrees.times.98	demographic.alltrees.times.99	demographic.alltrees.times.100
0	0:1.0	4.0209919591146587E-4	4.917379087123578E-4	6.513534463757915E-4	0.0020008338467868885	0.002040957351757174	0.002918564998152986	0.0030789173798195907	0.003101470776759075	0.003126749462024906	0.0031308603447176104	0.0031698116301699915	0.003275064447309579	0.0032769970956046533	0.003606963003570325	0.003647912504769026	0.0036964361524014604	0.003931282039504017	0.004392973481380479	0.004691647749089977	0.004796117281848758	0.005076164215272248	0.0051015403760777695	0.005179542479408422	0.005652504852213006	0.006233132604742498	0.006251129767229191	0.006267387234955332	0.00633531986056816	0.006760458351192322	0.006970623663768936	0.006978464260964564	0.007412718572140817	0.007769595463489844	0.008278395581746907	0.008676918848890424	0.008970134317860612	0.009112763061979431	0.009799979115383089	0.009903712175397669	0.010199540171276757	0.010641983493256821	0.010834292643476887	0.011388928921959588	0.01209276112268927	0.012780237278495818	0.013142301273947233	0.014530355640590615	0.014678343012046069	0.017183257650852407	0.018345991366673448	0.01869273509456939	0.0192523018169039	0.019271816138565528	0.01944492937474723	0.019621973227270082	0.02120146673986883	0.024113872995816337	0.025546783902589885	0.02580085924286324	0.026502320656915743	0.026514105770772782	0.030164027872805012	0.031944908622040455	0.03424108870913597	0.03426010379000161	0.03451108911966479	0.03464419485245233	0.03522853033955364	0.03764117448277963	0.03768030151157276	0.03958206452319823	0.04072827338302952	0.04092105119221753	0.042729956508458636	0.042924213561910486	0.04498710054641723	0.04695384843956225	0.050194953440425696	0.051895715399284885	0.05209585177384127	0.053202335558165746	0.06372844158139043	0.08051452075615081	0.0873917952431872	0.08835509550131404	0.08977159937035094	0.0961484352561734	0.09948354214669088	0.12412985922649775	0.12588876193715512	0.16673806780611206	0.18192427159010066	0.18661552944764234	0.19025399816156646	0.20384846959704614	0.22916283946074556	0.34938983633725673	0.35383014319719813	0.7861620461654114	0.9486259016932761	0.9903529923944315
2944000	0:0.04100951418176243	4.548836906150572E-6	1.95520962423401E-5	2.655385707624537E-5	3.2055254289405434E-5	3.651367209596576E-5	4.736924302840824E-5	4.885034537063639E-5	5.324729369755593E-5	7.470025580012617E-5	7.605158036154727E-5	8.414906668810638E-5	9.834218993697071E-5	1.027818661480964E-4	1.0718847586786388E-4	1.2095054415508135E-4	1.2830979861162543E-4	1.3836927194911E-4	1.4138060264178248E-4	1.4675508469499005E-4	1.4724850418750384E-4	1.698890622586082E-4	1.7018655362592843E-4	1.7097796503658924E-4	1.8802153898271363E-4	1.9920718542599137E-4	2.0301569112678153E-4	2.1774897539727267E-4	2.2592553989140014E-4	2.3296736114485547E-4	2.674765833607136E-4	2.862023288646893E-4	3.059319895958839E-4	3.3585139239158886E-4	3.3793625008455235E-4	3.41776165603627E-4	3.4463207174526033E-4	3.575000574633385E-4	3.825916946476205E-4	3.8406578049910746E-4	4.026680529964622E-4	4.218293362790774E-4	4.2765791066698525E-4	4.4440377394081807E-4	4.5389101353426816E-4	4.572948463147607E-4	4.639122687823273E-4	4.890406465973681E-4	5.020980994159114E-4	5.163429553403326E-4	5.394484350373525E-4	5.726519126359016E-4	5.832871950941683E-4	5.965575222950107E-4	6.424867849103915E-4	6.717714095571353E-4	6.769702409883005E-4	6.846787115463139E-4	6.87955124220994E-4	7.057484566480277E-4	7.321469315159509E-4	7.490600687139585E-4	7.492363737036474E-4	8.93918697267921E-4	9.177524075966632E-4	9.579669833338339E-4	9.642708072730152E-4	9.723548798053729E-4	9.780767459136792E-4	9.951105440438488E-4	0.0010987658128365969	0.0011009503661222773	0.0011030105184120435	0.001107222773926988	0.0011311597901588536	0.0011730221813468912	0.0012294416275673691	0.0012377143009845472	0.0012523914134220653	0.0012787927509488864	0.0013458730500103524	0.001346798125112988	0.001366872174576261	0.0014040037099459	0.0014390662641674658	0.0014528963223605271	0.0014620325053661936	0.001473398599142729	0.001480516712348567	0.0015473630092804928	0.0015628662916955533	0.0015738048364820375	0.0015756203742843433	0.001587094044231793	0.0015915667347359862	0.0016117407760542412	0.0016136918864045641	0.0016139829585773155	0.0016140007634740192	0.0016140007644130368:1.0907101762248E-9	0.0016140008208900677	0.0016140015646195602
2737000	0:0.8690776310792463	2.3390120043390519E-4	5.492077063219878E-4	6.977994245608529E-4	7.469025018589698E-4	8.560692933947113E-4	9.464203180329458E-4	9.793510163984972E-4	9.92693049539772E-4	0.0010053320098627073	0.0010375316422279212	0.001095498589473407	0.0013152365604191577	0.0013368947100356801	0.0013466777541577132	0.001378336178984129	0.001625683546320107	0.0016810083652755055	0.0016958706642869604	0.001728162666974795	0.001807502220471991	0.001837993248763999	0.001856645714817146	0.001893945308242096	0.001963066726017817	0.0020418845771745697	0.0020708998808217187	0.0020802996678819796	0.0021137352721884092:0.06388773753661008	0.002131749960370202	0.002140400718059683	0.002177295986170683	0.0021808925876619176	0.0021958152169427223	0.002211606566590789	0.0022623390505628277	0.002264680692861038	0.002267519508923803	0.0022865867753073146	0.002304568436978819	0.002315027165079232	0.0023265023837926915:0.02792756751413167	0.002331007577074857	0.0023516114427097608	0.002379787599902301	0.002380463502598169	0.0023861626204462975	0.0023888974358546714	0.0023893080555733126	0.002418322038022469	0.0024196872184277848	0.0024702622001473978	0.002481012050696006	0.002493416618279372	0.002496284845716982	0.0025365464238457144	0.0025605795878396137	0.0025658911499026296	0.002593182869173231	0.002612715655808842	0.0026184435187405737	0.0026194201720736742	0.002660266302434686	0.0026908889456574558	0.0026922502747213214	0.002829969199495145	0.0028322050766666825	0.0028797227585857775	0.0029227989656864213	0.0029506084108747535	0.002975951106048982	0.0029824340128004013	0.002984027980285814	0.002986965239301394	0.003018705968919762	0.003152226316287985	0.003371348206651487	0.003459356142227654	0.0034697393374504603	0.0035393527049580684	0.0036091983872797396	0.0036717842112133953	0.0037365330347503335	0.0037773713710269386	0.0039089717306190095	0.004169094574713888	0.004170496353564518	0.004203708182024642	0.0043382619894980915	0.0044648876014378525	0.004546616931921882	0.004549876097585483	0.0047454147240516935	0.004897646137544206	0.00490938312497892	0.004958525509699089	0.004964867447490201	0.0049664192417330725	0.004969336501301566	0.004969845725535202:1.8380222795872618E-6	0.004970172099836502	0.004974947770301704
1345000	0:0.8851843756850294	9.967804730875094E-5	2.5211828730716413E-4	3.2762442264606674E-4	0.001757146950004222	0.0017615044382808898	0.0019820339174297825	0.0024645920427406377	0.0029796107819752625	0.0030203076289144343	0.0032462524561164057	0.0034747535379048744	0.003878754016361091	0.004386767554711329	0.0047753450091246145	0.00516520781706255	0.005787590540543948	0.005904651030629864	0.005950046045829758	0.006232756034547293	0.0065235889609482085	0.0066283689915679084:0.683671741087601	0.006671686179285154	0.0070615080504050675	0.007125789923653337	0.007196494828797837	0.0074543953059639165	0.008090668291023563	0.008371198578095502	0.008492761338673268	0.008623964222184378	0.008690557790538653	0.008790830913428185	0.008805158787463022	0.008841189272754478	0.008847707965327523	0.008869580134161722	0.008980799115817603	0.009025661832416767	0.009080620436350072	0.009089671329520462	0.009131552186297522	0.009136532965491802	0.009142636400457604	0.009163486564294915	0.009200058593835068	0.009210922326238703	0.009226816903926464	0.009226920709350142	0.00925622257503596	0.009270962960412238	0.009270995361578585	0.009291398427953627	0.009301019717487456	0.009301486492037304	0.009303717137275569	0.009304676062614757	0.00930881716670423	0.00931209130544162	0.009316537099139035	0.009317721689747736	0.009318288372873986	0.009319381350536114:4.4921386402487054E-4	0.009319893816530022	0.009320457267457343	0.009321320942647052	0.009321917956951573	0.009322255052458798	0.009322846634531937	0.009324477411573646	0.009324777505095055	0.009325580960275297	0.009325942276577093	0.009330496420716353	0.009330952314313667	0.00933138752200346	0.009334579959192662	0.00933467358793822	0.009337983935107276	0.009339450088925044	0.009342425802898626	0.00935180090553863	0.00935262274245688	0.009352727668291089	0.00935320397158272	0.00935690681919954	0.009371164378065264	0.009379544095225099	0.009382678704680104	0.009386152559917737	0.009386770573878631	0.009403760942912285	0.009408427745388102	0.009426208576496018	0.009429315036400966	0.009449145989112596	0.00945108993985717	0.009476096643792708	0.009478028674800108	0.009509448700663297	0.009802627109206328	0.01038493164597608
3687000	0:0.13869433565568087	3.976439627519108E-5	8.294400472576094E-5	9.317184518265541E-5	1.0451596926130151E-4	1.3620545303122058E-4	1.9202986009208138E-4	1.949688307832949E-4	2.1794255002912467E-4	2.1876753194442566E-4	2.2065175145644393E-4	2.2927399136387448E-4	3.1481773559367327E-4	3.3219098037602163E-4	4.303647774603198E-4	4.5140411580396107E-4	4.5307493398451883E-4	5.330119373781709E-4	5.846572204739915E-4	6.035297934363511E-4	6.139038790268436E-4	6.180546457539048E-4	6.832604780032459E-4	6.837750392914881E-4	6.859558433614833E-4	7.965312461793732E-4	9.502500963907193E-4	0.0011262419316891666	0.0011610153500008842	0.0011869386629206986	0.0013013597936289067	0.0013106321557547055	0.0013299810305688771	0.0013456019188191639	0.001403635397894879	0.0014104203661478376	0.001451590478065943	0.0015697691833933254	0.0015915224787872208	0.0016226924449524547	0.0018657818999972492	0.0019712461553953544	0.001972010336139617	0.0019908291128624273	0.0021003498927073664	0.0021267199040486055	0.0022204107807162923	0.002223202915235006	0.002257428266670424	0.002311396299111029	0.002328772581498003	0.0023688398997484543	0.0024806466784214193	0.0025372000036631218	0.002557571926479187	0.0025714444851790102	0.0025928748863375027	0.0026554890954909984	0.002728312981271296	0.0028208855539934843	0.0028766762858506985	0.003128452359955213	0.003187014484613137	0.003198948442093844	0.0032619077011507044	0.003300957792735602	0.0033071390033879286	0.0033624404854048088	0.0033923607544180346	0.003406878698790237	0.0034642523556631622	0.003546455345437656	0.003568574861720069	0.0035701586343866156	0.0035840986880202783	0.0036185131258892264	0.0036310614845327834	0.0036414583623644373	0.003648690275640064	0.0036876964735678298	0.0037186030814670185	0.003729336606945431	0.0037705481455220045	0.0037838090074990478	0.003872867961135184	0.0038749084532373203	0.003914500508907267	0.003917117169273966	0.003961263057056584	0.004054083969185443	0.004059140957642102	0.004063287452763786	0.0040657899760527675	0.004072022956481519	0.0040796903227875445	0.004084373589525139	0.004084558042273279:4.8369886597970835E-6	0.004084771756384944	0.004084897128578163	0.004085139132157862	0.004085442310792124	0.004092056378043167
6137000	0:0.880474308340897	1.5644644586266214E-4	3.208605523814144E-4	3.4641713813330266E-4	4.362136114191572E-4	5.4796832843485E-4	5.685933654614311E-4	5.914973139647278E-4	7.559117002885144E-4	7.85681525564377E-4	0.0010004344063782905	0.0011648726394753895	0.0013525703196801452	0.0014170050292618714	0.001437350035828762	0.0014910788514664456	0.0015436911232199787	0.0016511932180114871	0.001756829456865822	0.0018683658451265394	0.0018814677730643386	0.0018847751069864345	0.0019830731499304688	0.0020222903110073565	0.002024128445565509	0.002035255360591928	0.0020724967517509268	0.002108098030991552	0.0021144092140645333	0.002217726122830409:0.11317772561023826	0.002287623454239528	0.002307610156486381	0.0023505043837671654	0.0023740520141711666	0.0023748382105733623	0.0023803251770982805	0.0023938981225863085	0.002400684409159723	0.002407781867175618	0.002411778134590775	0.00241646360088638	0.002418897664498991	0.002419154348736875	0.0024214622685889567	0.002421479151618024	0.002423562654953253	0.0024237082537924993	0.002423967773256867	0.0024241304764234216	0.002424204226977728	0.002424400728759321	0.0024244600650451184	0.002424520413971601	0.002424620958448956	0.0024247053855155987:2.706848090389368E-5	0.0024247423479291604	0.0024247532878361173	0.0024247547131713526	0.0024247574559974295	0.0024248099248846914	0.0024248304395497766	0.002424875118730569	0.002424887544047403	0.0024249000286177816	0.0024249249596467633	0.002424940906636486	0.002425012817532861	0.00242502671901482	0.00242516608548824	0.002425176467799823	0.002425375880075843	0.00242539087325776	0.00242545663870923	0.0024254882482744825	0.002425597890169751	0.0024257610838457552	0.0024257665160892917	0.0024257723931491145	0.0024258073376253572	0.0024258823187953233	0.002425906106286362	0.002425919901901354	0.002425929652322096	0.0024262303637410795	0.0024262400608518787	0.0024262984603104646	0.002426512946993015	0.0024265384278810247	0.002426659179656323	0.002426687179010972	0.0024269746435761513	0.002427137284776581	0.002427460322983757	0.0024278305528336918	0.002430212418897038	0.0024309689092006843	0.0024315599686112036	0.0024317288733406058	0.002439742343227303	0.002440591639599813	0.0024409776757227	0.0025068239724734044
5845000	0:0.607364259610913	5.697537126677585E-5	1.1008684342659983E-4	1.5736797160309897E-4	1.7349061693586746E-4	1.7644289142683492E-4	4.990635513074483E-4	5.892960493248845E-4	6.751879362295846E-4	7.677765902943654E-4	8.032657050407649E-4	0.001027878782655573	0.0010781917137941666	0.0011097879525412441	0.0011801156146657524	0.0012341199441797271	0.0012389130590078345	0.001257049906698237	0.0014638381320014014	0.0018009492347692165	0.0019016081975944804	0.0019116595991814536	0.0020088678157648295	0.0020205028613532526	0.002041686645776695	0.0020490783677983484	0.002053973811423931	0.0021117726967761863	0.0021474645678892968	0.002164104417305971	0.002303208332880043:0.20118791536281122	0.002316023978205314	0.00234396679972777	0.002465222223714589	0.002492241892578596	0.002513190107622816	0.002572096562115229	0.0025729851140870474	0.0025871343347545215	0.002599579563300538	0.0025997585399369066	0.002603831678029351	0.002604341594687787	0.0026048322557373845	0.0026065239962019767	0.002606871450950747	0.0026068974511418807	0.0026070540759510737	0.002607102591897286	0.002607150190040858	0.0026071599912958605	0.002607196625218832	0.0026072206636630116	0.002607222354267409	0.002607226478347827:3.6321043648092776E-5	0.002607229861948906	0.0026072321082567028	0.0026072836901060792	0.0026073576350560766	0.0026074463562883315	0.002607482338978773	0.002607487198771624	0.0026075206121389635	0.0026077228210992023	0.0026077480162369797	0.0026078058158287717	0.0026078235057476248	0.002607916546108995	0.002607960266443098	0.0026080018719776606	0.002608024675261688	0.0026080381584445158	0.002608079657829578	0.0026081204427119017	0.0026082461732701346	0.002608616801819834	0.0026086205621577586	0.002608796509799521	0.002608851274603808	0.002608878971862347	0.0026088872228352757	0.002608953881315579	0.0026090550055667154	0.002609105194745599	0.0026093480902683705	0.002609367973901543	0.0026094399342016634	0.002609447192535335	0.002610671481994664	0.0026116475507852338	0.002613231076585739	0.0026134904643614664	0.0026134909545214207	0.002613513614185368	0.0026135648651366772	0.002614066124419994	0.002615650302634723	0.002616480972921583	0.0026168938083605117	0.0026190818641473783	0.002649035017383654	0.0026696429133504715
3231000	0:0.4878077667988124	1.2937968564841831E-6	6.223223397037058E-5	1.096902047464104E-4	1.208479599329498E-4	2.5495865723525315E-4	2.675909808415094E-4	3.3770290130038085E-4	3.719405526824364E-4	4.461931052078014E-4	5.113050962664155E-4	5.819627190475583E-4	6.163888346678607E-4	6.582237375148843E-4	6.809750388834361E-4	7.535623676806732E-4:0.23627888112376277	9.407626009155834E-4	9.620058423268995E-4	0.0012672930587928832	0.0013086716550302782	0.001402058339572212	0.0014793754573949464	0.0015178761322124535	0.0015332916929852896	0.001545920748448953	0.0016000498629043622	0.0016142774901079567	0.001672684387975876	0.0018274012600339076	0.001959942031996173	0.0020977900885228136	0.002172086318901636	0.002286051493527702	0.0023374431497284976	0.002366799236303048	0.0024670881027097614	0.0025132574181363928	0.0025309844593656484	0.0026875343621631295	0.0027228182571882504	0.002877681338300592	0.0030023438806122548	0.0031291917131826266	0.0032334470286706175	0.003300425306916343	0.003496272268263696	0.003533391332737748	0.004077639735205825	0.004160767500900349	0.004163178858811405	0.004275873454240534	0.004348628584852323	0.004385394804607685	0.004419781620656217	0.004638483037997765	0.004672386202468969	0.004722853324073895	0.0049890000111985485	0.005301171269633662	0.005313501187561631	0.005404213910247365	0.005412960338662166	0.005567335671401583	0.005810876243743273	0.005850627309746055	0.0059505914632337785	0.005974563343994231	0.0061119139990123625	0.006139305638111473	0.0061486431503123325	0.0063215043493249235	0.006379847557011708	0.006460398823401358	0.006461490433159831	0.006502524228404691	0.006547948528001249	0.006704992572990415	0.006901369593208714	0.007162281299206419	0.007286592965368022	0.0072907560067237	0.007572246866173275	0.007602870213146138	0.007760232292132969	0.007872438192815351	0.007876849063791835	0.00795461439851084	0.008061674555594894	0.008073371907102767	0.008074292711208126	0.008096177016559332	0.008105941138025347	0.008111701240478313	0.00815234216216921	0.008161346344368749	0.008164861129709653	0.008182268248493435:4.459338961021197E-4	0.008226981918313765	0.008303097236010602	0.008367223920546927	0.00838720354257097	0.00904424410218973
441000	0:0.9154533846866889	1.111610668088514E-4	1.7129919547771388E-4	3.411712135160388E-4	6.47488192119386E-4	8.632767306967058E-4	0.0014327022937463184	0.0014796408252307494	0.0016457098317508429	0.0016500826866248835	0.0019228482983610368	0.0019450202874273694	0.002023082761444606	0.0021968041917919397	0.002262831023583701	0.0022705067260489465	0.002270985212654036	0.002431577115828263	0.0026027116105627945	0.0026658608618459344	0.002671277698266353	0.002825726034640067	0.002995874744234329	0.003000207573381994	0.003018631542341272	0.003023635950655399	0.003119979163828295	0.003175932710305018	0.0034912214941119125	0.00353004379958241	0.0036402803248307804	0.003724297127968401	0.003757239407773902	0.0037888313023040805	0.0038630825104089958	0.0038881119308855723	0.003892892740247048	0.003958697056855484	0.004131066737535441	0.004184156853000492	0.004190036921006087	0.004318393409439113	0.004411559447382415	0.004423371185503292	0.004436925372407089	0.0044439420992658666	0.00444747285772956	0.004491596557507126	0.004507153756840477	0.004512185229435237	0.004527202861315216	0.004575751035786277	0.004651146195553917	0.004684965722670695	0.004686979232661592	0.004694749480243657	0.004699546749497267	0.0047132094054360835	0.004716234315447165	0.004719873286864261	0.004762287081877822	0.004763113895496346	0.004777490945442497	0.00478032940442789	0.004788135193908429	0.004788778983662319	0.004790865371916058	0.004794112770801805	0.004794211857564229	0.004794455508771726	0.004796349640631573	0.004796550778297153	0.00479750407613528	0.004797549295275193	0.004797589336211122	0.004797700081470915	0.004797815923437543:5.4683289307683345E-5	0.004797841992277751	0.00479815442398704	0.004798173552253483	0.004798211184688792	0.004799141499800497	0.004799441980867199	0.0047997877242716945	0.004800134004713391	0.004800288868457976	0.004800497830287663	0.0048015284071064425	0.004802027752292306	0.0048038144426856355	0.004804341565786517	0.004806345372087044	0.0048064917711858595	0.004807078094934276	0.004808179251375839	0.004810517037478652	0.004812230871965933	0.0048220132373418476	0.004824957261426099	0.004827875463836324	0.004854313191003689	0.004855842644173834
3427000	0:0.2538699236704165	3.686447677696665E-5	7.70508467201786E-5	9.717459051073425E-5	2.4086533819684842E-4:0.2937440393554755	2.929790130889286E-4	3.139624324284161E-4	3.891544707596102E-4	6.477901673772763E-4	7.858828760276115E-4	8.934546952090329E-4	9.779085259553552E-4	9.850012872481488E-4	0.0010507938630364196	0.0012851876879553918	0.0014007914840423366	0.0014211767345189018	0.0017137562254809296	0.001844948796083655	0.0018493287960115227	0.0018893192889438515	0.0020084545831035353	0.002021880811952043	0.002169929012281588	0.0022198951965966608	0.0022643493730799672	0.00230012756944844	0.0023413687782231365	0.0024450225934802223	0.0024538018107445577	0.002481132595059437	0.002518822807863085	0.0026510454627539	0.002941034208776665	0.00297012617215351	0.0030929119559036642	0.003141710854970861	0.0031850722555204214	0.0035361408425667526	0.003599813929615835	0.0037277225601877154	0.00384116505475955	0.003863393949045851	0.003960230608052412	0.004013843742288848	0.004092241586491402	0.00419452991579989	0.00427905588091323	0.004313448767482043	0.00443336246715975	0.004925377195267224	0.005309786143841164	0.005368921844221979	0.005643480286781144	0.005717857653514123	0.005847395430341839	0.005889241584299384	0.005895589261884181	0.005978695101274411	0.00606804184788557	0.00638990311715136	0.0065800511280035695	0.0066369037914583325	0.0068100624547748215	0.007184248573479387	0.00745277146957894	0.00748629654454998	0.0075000346899023055	0.0076178068894065375	0.008318561199666376	0.008337813117258508	0.00852164908381534	0.008535728389092374	0.008619537284651495	0.00910011949697007	0.009253891696860013	0.009328389653198599	0.009359227941398098	0.009470846252947356	0.009681272754359392	0.009707253281680176	0.009929041663454237	0.009997965235833569	0.010280903230682563	0.010372739375917551	0.010426576800709918	0.010430649311468292	0.010455141924279095	0.01045634394464396	0.010523523916222256	0.010576568852241503	0.010582748181108517	0.010661211801707678	0.01068282453350455	0.01069288302055264	0.01073920612112088	0.010739675533432356:1.605181131352912E-4	0.010754366822722733	0.010777616429363207	0.010827067935938533	0.010912092764609879	0.010927853743274901
